age,income,savings_rate,debt_ratio,purchase_power,purchasing_power
77,139586.31,0.44,0.74,223774264.46,29.82
66,122453.67,0.46,0.5,252954678.8,69.77
44,97270.36,0.51,0.7,274929556.98,99.85
52,127079.16,0.39,0.51,272561972.1,96.61
57,137960.39,0.43,0.6,267796187.4,90.09
69,127485.21,0.42,0.78,246174762.78,60.49
71,116113.2,0.41,0.78,241177777.83,53.65
78,90000.37,0.34,0.45,220568774.17,25.43
60,154793.2,0.45,0.65,263733364.65,84.53
76,136913.27,0.46,0.9,226900179.55,34.1
46,87492.75,0.44,0.51,274954438.58,99.89
50,122927.92,0.33,0.81,273732271.05,98.21
43,95092.64,0.35,0.73,274792485.03,99.67
43,95642.06,0.46,0.74,274780914.26,99.65
47,108752.12,0.41,0.56,274803173.87,99.68
40,100903.61,0.55,0.53,273741831.71,98.23
43,79572.41,0.4,0.77,274787010.7,99.66
40,100009.11,0.47,0.54,273748848.26,98.24
74,121503.94,0.42,0.45,232966319.69,42.4
71,115567.32,0.51,0.69,241177153.13,53.64
72,123256.97,0.36,0.43,238576097.99,50.08
71,121223.74,0.58,0.8,241154085.55,53.61
62,141717.94,0.52,0.69,260519681.63,80.13
52,140783.3,0.33,0.82,272529043.33,96.57
56,166212.74,0.34,0.78,268930272.31,91.64
79,94075.35,0.33,0.51,217214951.41,20.84
65,130928.38,0.5,0.64,254981916.17,72.54
61,116308.16,0.5,0.73,262173127.62,82.39
36,104071.4,0.43,0.61,270945871.81,94.4
82,126450.19,0.43,0.85,206515565.88,6.19
52,101173.27,0.36,0.74,272539719.86,96.58
51,112831.28,0.48,0.35,273218602.07,97.51
77,94265.16,0.41,0.81,223778423.31,29.83
60,95831.81,0.39,0.41,263769426.01,84.57
63,171551.12,0.33,0.5,258828844.0,77.81
45,106489.76,0.28,0.74,274997089.32,99.95
55,123946.27,0.4,0.77,269978007.35,93.07
52,165736.74,0.43,0.67,272534164.67,96.57
49,113089.03,0.26,0.53,274223445.01,98.89
69,137244.1,0.32,0.57,246214145.12,60.54
55,135595.2,0.31,0.59,270014199.03,93.12
46,158187.81,0.37,0.6,274955737.66,99.89
55,110107.62,0.58,0.51,269990291.9,93.09
73,155913.51,0.31,0.71,235796549.25,46.28
40,105414.01,0.32,0.84,273733064.11,98.22
61,147523.15,0.33,0.57,262215126.74,82.45
79,103578.17,0.52,0.45,217203555.38,20.82
38,127585.04,0.46,0.84,272511440.82,96.54
39,114084.6,0.49,0.78,273169764.16,97.44
62,93238.92,0.48,0.84,260519702.85,80.13
49,87925.27,0.51,0.55,274195037.98,98.85
59,134046.33,0.47,0.43,265212905.99,86.55
74,114031.58,0.39,0.68,232941308.25,42.37
67,142403.08,0.38,0.68,250791402.08,66.81
79,143698.37,0.27,0.66,217210693.54,20.83
74,162426.8,0.38,0.76,232927938.12,42.35
60,108602.18,0.49,0.51,263749343.37,84.55
81,113835.83,0.4,0.64,210195404.67,11.23
79,131624.93,0.41,0.76,217177330.26,20.79
61,112700.42,0.49,0.6,262189809.32,82.41
51,130700.58,0.34,0.75,273187964.26,97.47
75,88076.38,0.4,0.63,229997181.34,38.34
41,110858.46,0.57,0.53,274188419.22,98.84
55,107102.71,0.46,0.6,269992955.91,93.09
54,126383.08,0.47,0.65,270934992.09,94.38
47,183395.64,0.49,0.38,274823356.5,99.71
41,80592.14,0.52,0.76,274177296.63,98.82
65,116141.1,0.38,0.78,254981360.31,72.54
54,116490.56,0.53,0.59,270935725.04,94.39
42,101174.49,0.3,0.42,274577917.26,99.37
62,107381.38,0.38,0.94,260515873.22,80.12
74,135367.36,0.51,0.54,232943206.46,42.37
53,149589.6,0.32,0.41,271839462.87,95.62
46,91952.25,0.37,0.61,274951923.0,99.88
58,139958.01,0.29,0.76,266543392.16,88.37
70,109647.68,0.33,0.54,243764543.91,57.19
70,174350.52,0.27,0.69,243757235.5,57.18
58,165814.39,0.37,0.59,266556014.73,88.39
52,126710.14,0.51,0.51,272546459.26,96.59
65,102428.88,0.5,0.59,254990245.29,72.56
56,135668.12,0.37,0.73,268936926.14,91.65
60,133489.43,0.52,0.69,263722194.41,84.51
64,134693.25,0.36,0.42,256979983.27,75.28
63,124473.15,0.36,0.51,258815795.83,77.79
54,114840.42,0.39,0.72,270937593.13,94.39
67,142679.34,0.39,0.78,250775730.44,66.79
71,116174.56,0.36,0.62,241202228.7,53.68
69,93317.68,0.49,0.72,246180879.45,60.5
76,122416.9,0.51,0.5,226949763.23,34.17
58,164211.58,0.41,0.56,266555059.62,88.39
70,130015.2,0.48,0.37,243769640.43,57.19
67,144650.02,0.49,0.8,250758460.72,66.76
69,97354.45,0.35,0.59,246205620.46,60.53
59,122989.12,0.44,0.84,265165776.71,86.49
70,143741.4,0.53,0.77,243707508.74,57.11
44,120842.51,0.46,0.81,274916925.74,99.84
71,102968.94,0.29,0.54,241218320.24,53.7
52,120438.66,0.37,0.54,272560677.89,96.61
47,104191.21,0.42,0.85,274771352.3,99.64
41,120180.6,0.47,0.74,274174190.41,98.82
58,96705.28,0.25,0.85,266539831.14,88.37
68,121512.96,0.49,0.45,248557281.3,63.75
56,94528.0,0.55,0.58,268938434.18,91.65
46,104776.52,0.49,0.75,274925176.87,99.85
55,171405.38,0.47,0.42,270019541.6,93.13
47,107551.36,0.6,0.64,274774889.98,99.64
77,113048.04,0.29,0.67,223804206.51,29.86
46,110013.81,0.28,0.41,274984219.93,99.93
63,114776.76,0.48,0.53,258798574.48,77.77
52,121943.48,0.56,0.55,272535395.23,96.58
39,114463.77,0.37,0.5,273214091.41,97.5
48,189135.61,0.51,0.71,274509273.61,99.28
44,81046.4,0.42,0.51,274955637.52,99.89
46,120251.93,0.43,0.56,274950354.03,99.88
69,97008.9,0.39,0.8,246182281.89,60.5
44,123715.58,0.41,0.67,274939266.96,99.87
52,114738.16,0.48,0.65,272534955.77,96.57
52,149361.95,0.54,0.77,272504531.94,96.53
71,139699.56,0.41,0.82,241167411.01,53.63
67,140367.68,0.58,0.44,250797683.09,66.82
39,108956.53,0.5,0.61,273187287.21,97.47
64,110998.18,0.47,0.71,256929970.41,75.21
71,117976.19,0.55,0.57,241186266.89,53.66
54,131211.97,0.38,0.77,270929637.84,94.38
63,122063.08,0.43,0.9,258759309.09,77.72
50,104950.39,0.36,0.83,273730555.2,98.21
40,84713.71,0.57,0.46,273747393.44,98.23
75,178010.91,0.34,0.52,230024345.58,38.38
46,121614.7,0.46,0.91,274904826.34,99.82
61,101664.23,0.52,0.61,262186377.04,82.41
38,105501.84,0.41,0.48,272561553.4,96.61
79,130738.73,0.34,0.77,217185926.96,20.8
74,171115.92,0.37,0.54,232966254.78,42.4
74,82254.04,0.43,0.51,232954494.81,42.39
34,68982.42,0.4,0.85,268932459.8,91.64
62,182599.74,0.38,0.48,260575386.92,80.2
77,134393.73,0.34,0.39,223836724.93,29.91
41,139520.42,0.32,0.53,274220830.22,98.88
80,107668.56,0.35,0.71,213743441.26,16.09
69,112387.95,0.34,0.44,246223860.93,60.55
60,141248.17,0.52,0.67,263723437.81,84.51
59,108859.45,0.59,0.72,265165784.73,86.49
60,129489.59,0.49,0.81,263711131.94,84.49
72,105937.74,0.5,0.51,238548017.18,50.05
56,105347.11,0.24,0.8,268946169.31,91.66
71,107382.3,0.44,0.51,241204503.51,53.68
60,142361.62,0.39,0.73,263733041.74,84.52
68,106226.43,0.53,0.57,248539189.83,63.72
62,120896.53,0.56,0.46,260547193.81,80.16
68,114882.1,0.31,0.77,248541018.77,63.73
44,115205.3,0.45,0.58,274945691.78,99.88
72,121498.74,0.28,0.5,238576934.59,50.09
66,131941.94,0.41,0.56,252954269.79,69.77
56,99947.61,0.31,0.68,268951200.06,91.67
49,94546.15,0.24,0.49,274225826.57,98.89
58,145357.07,0.28,0.48,266585379.91,88.43
55,111406.58,0.37,0.39,270027475.74,93.14
67,144232.83,0.33,0.63,250805070.59,66.83
63,122751.65,0.32,0.6,258810149.64,77.79
52,135523.62,0.56,0.51,272540022.65,96.58
43,131892.37,0.53,0.42,274806950.56,99.69
46,114432.72,0.38,0.61,274950897.34,99.88
70,119339.15,0.38,0.76,243732732.88,57.14
59,150140.9,0.43,0.72,265177723.55,86.5
56,180271.66,0.62,0.82,268869669.27,91.56
54,148501.22,0.53,0.41,270959309.99,94.42
40,91810.44,0.43,0.85,273724239.56,98.2
68,142361.42,0.26,0.55,248576521.63,63.77
62,108862.25,0.36,0.9,260522400.56,80.13
46,78859.24,0.35,0.52,274959937.15,99.89
48,105533.13,0.57,0.66,274526050.59,99.3
51,105496.9,0.52,0.61,273186031.58,97.47
58,127858.13,0.25,0.59,266571272.04,88.41
73,137563.18,0.35,0.86,235772122.55,46.25
46,94350.95,0.37,0.76,274937719.76,99.86
57,112690.84,0.41,0.93,267762588.62,90.04
60,113632.07,0.51,0.69,263727142.96,84.52
57,109747.15,0.45,0.64,267789642.6,90.08
45,65330.44,0.44,0.47,275005765.29,99.96
63,111047.33,0.37,0.9,258770297.39,77.73
62,157238.65,0.45,0.65,260533802.57,80.14
54,123523.6,0.56,0.7,270918621.41,94.36
72,103368.13,0.41,0.62,238546989.23,50.04
58,85157.47,0.35,0.66,266548873.76,88.38
51,127612.28,0.35,0.86,273173150.04,97.45
43,121500.61,0.49,0.53,274798419.41,99.67
40,139642.29,0.38,0.52,273763805.85,98.26
63,119403.81,0.34,0.5,258818739.67,77.8
67,122760.97,0.28,0.78,250792895.66,66.81
77,104395.03,0.48,0.42,223809614.42,29.87
64,90686.27,0.45,0.41,256963184.03,75.26
54,142498.05,0.29,0.53,270976003.88,94.44
61,133440.76,0.58,0.67,262166477.15,82.38
57,126830.28,0.54,0.64,267777359.06,90.06
49,100189.03,0.48,0.43,274208836.46,98.87
82,105036.37,0.46,0.89,206512946.09,6.19
74,120200.75,0.31,0.96,232917836.17,42.34
46,90284.46,0.31,0.56,274961693.21,99.9
40,125322.58,0.54,0.74,273714205.54,98.19
62,182035.22,0.4,0.64,260542728.28,80.16
66,114967.93,0.51,0.53,252944967.22,69.76
51,130796.72,0.54,0.49,273195977.79,97.48
63,156254.81,0.46,0.62,258786963.13,77.75
74,156986.83,0.38,0.62,232950645.56,42.38
61,128398.47,0.47,0.58,262192795.88,82.42
76,98040.93,0.5,0.79,226921548.89,34.13
78,138635.53,0.46,0.6,220541073.83,25.39
63,128793.12,0.4,0.73,258783159.09,77.75
57,103758.7,0.36,0.48,267815891.9,90.11
74,135769.82,0.27,0.67,232958093.91,42.39
47,116688.52,0.34,0.52,274815330.98,99.7
48,106809.4,0.33,0.63,274553952.79,99.34
69,120504.25,0.51,0.82,246160757.34,60.47
41,97471.43,0.49,0.8,274171782.36,98.82
43,123878.83,0.51,0.61,274784470.99,99.65
61,119689.14,0.43,0.69,262184729.98,82.4
44,119778.45,0.28,0.84,274935827.29,99.86
42,111133.52,0.47,0.74,274526772.18,99.3
55,135834.53,0.37,0.49,270019486.98,93.13
40,84192.48,0.37,0.75,273739492.21,98.22
49,117892.23,0.49,0.44,274208414.09,98.87
71,118631.9,0.44,0.82,241168980.4,53.63
53,110526.96,0.54,0.66,271778167.08,95.54
78,134464.49,0.28,0.58,220569228.33,25.43
57,97669.53,0.5,0.45,267805073.71,90.1
50,88800.22,0.32,0.59,273758070.26,98.25
63,101527.43,0.3,0.82,258787802.05,77.75
73,104889.14,0.45,0.43,235812133.6,46.3
72,114351.17,0.51,0.68,238528861.53,50.02
46,106499.46,0.51,0.91,274905566.16,99.82
75,98119.19,0.47,0.62,229991169.15,38.33
74,116700.07,0.6,0.63,232923645.57,42.35
45,131663.21,0.53,0.66,274976253.66,99.92
54,113976.86,0.53,0.61,270934206.17,94.38
62,134413.73,0.47,0.47,260557870.03,80.18
63,156869.92,0.5,0.43,258811166.99,77.79
43,165891.26,0.45,0.68,274778722.91,99.65
60,99659.1,0.37,0.85,263728141.95,84.52
56,136756.39,0.42,0.47,268965628.54,91.69
80,216822.39,0.48,0.51,213752202.9,16.1
57,136726.68,0.44,0.6,267794964.7,90.09
52,121199.54,0.41,0.78,272527830.62,96.57
61,127622.9,0.29,0.52,262224396.98,82.46
68,117188.54,0.43,0.83,248519991.29,63.7
51,119738.56,0.47,0.43,273211554.79,97.5
68,115678.05,0.38,0.86,248523134.79,63.7
83,103545.97,0.44,0.66,202789229.18,1.09
76,101020.64,0.46,0.73,226930719.73,34.14
64,103276.56,0.37,0.64,256948795.84,75.24
66,121734.35,0.39,0.81,252926215.99,69.73
35,89928.23,0.47,0.43,270009502.97,93.12
65,111912.65,0.46,0.43,255012023.31,72.59
40,101437.26,0.34,0.58,273757408.1,98.25
41,119835.03,0.49,0.8,274165406.9,98.81
69,119560.3,0.43,0.8,246171753.17,60.48
69,104557.82,0.46,0.66,246187000.29,60.5
42,103785.93,0.39,0.76,274534534.38,99.31
79,97377.23,0.34,0.46,217219440.03,20.85
60,95887.47,0.44,0.81,263725321.04,84.51
58,117407.92,0.43,0.83,266520045.09,88.34
58,153422.4,0.47,0.73,266518794.56,88.34
38,88864.22,0.27,0.6,272562036.37,96.61
52,206087.78,0.29,0.85,272520681.93,96.56
47,116914.69,0.35,0.83,274778970.52,99.65
45,111130.52,0.44,0.74,274979468.69,99.92
46,97414.41,0.5,0.63,274937650.54,99.86
66,123049.97,0.33,0.73,252942192.4,69.75
66,116767.31,0.5,0.71,252925359.32,69.73
79,129925.67,0.32,0.63,217205710.85,20.83
69,109747.43,0.35,0.57,246209059.84,60.53
74,106702.34,0.39,0.57,232953986.04,42.39
59,110028.28,0.4,0.68,265190235.23,86.52
48,120923.4,0.53,0.59,274534452.52,99.31
42,114555.6,0.24,0.57,274572448.9,99.36
52,99865.47,0.48,0.75,272526827.4,96.56
75,128329.45,0.49,0.64,229982588.32,38.32
52,118889.46,0.48,0.44,272559785.04,96.61
60,162612.74,0.42,0.64,263740184.79,84.53
45,112481.28,0.28,0.86,274983764.32,99.93
54,222301.57,0.5,0.81,270879963.7,94.31
41,61802.33,0.53,0.53,274196705.61,98.85
44,110365.09,0.4,0.89,274918388.04,99.84
57,116504.77,0.33,0.41,267830406.74,90.13
40,152439.75,0.53,0.9,273684808.2,98.15
37,110203.64,0.34,0.47,271820477.95,95.6
62,144394.29,0.3,0.39,260594597.51,80.23
76,136282.38,0.52,0.56,226939740.28,34.15
75,121099.49,0.33,0.55,230013975.85,38.36
68,126042.66,0.37,0.63,248549599.07,63.74
67,110114.07,0.39,0.82,250777415.35,66.79
38,100082.6,0.42,0.82,272525870.84,96.56
45,111265.76,0.42,0.59,274999196.23,99.95
75,150545.64,0.47,0.61,229988075.45,38.33
71,161351.55,0.5,0.45,241208713.76,53.69
79,116958.41,0.47,0.43,217211816.56,20.84
46,107648.45,0.49,0.72,274927070.92,99.85
70,130733.61,0.59,0.5,243738249.62,57.15
47,108572.7,0.34,0.82,274782554.06,99.65
55,73918.24,0.59,0.7,269978876.56,93.08
69,114689.28,0.48,0.51,246201460.4,60.52
46,126588.0,0.33,0.68,274948409.51,99.88
52,111965.41,0.32,0.53,272566981.23,96.62
52,126842.88,0.33,0.63,272555444.1,96.6
55,131675.59,0.46,0.81,269964276.79,93.06
38,95292.91,0.28,0.61,272559643.06,96.61
56,97100.37,0.37,0.45,268967143.99,91.69
63,144492.97,0.34,0.76,258786663.33,77.75
54,139712.68,0.5,0.41,270962880.49,94.42
71,110595.32,0.34,0.77,241187508.23,53.66
45,151136.98,0.67,0.63,274953888.26,99.89
70,121169.51,0.66,0.66,243711193.76,57.11
74,107166.59,0.33,0.87,232929155.41,42.35
68,105757.54,0.46,0.83,248520218.53,63.7
63,183807.85,0.27,0.44,258853922.92,77.84
39,135346.87,0.47,0.55,273196656.47,97.48
58,120845.46,0.41,0.82,266521326.96,88.34
43,86311.83,0.32,0.38,274825972.99,99.71
69,192563.31,0.37,0.7,246187757.04,60.5
41,84694.83,0.31,0.76,274194308.99,98.85
63,100555.77,0.65,0.72,258762719.93,77.72
60,129849.54,0.48,0.78,263715937.4,84.5
74,144796.81,0.44,0.76,232920785.89,42.34
65,145159.94,0.4,0.76,254977654.59,72.54
41,121675.68,0.26,0.82,274189517.92,98.84
73,169756.57,0.49,0.75,235759185.1,46.23
64,105512.19,0.25,0.56,256970046.54,75.27
68,115407.4,0.53,0.66,248528703.57,63.71
42,92199.42,0.5,0.72,274530047.41,99.31
75,101544.08,0.3,0.86,229983397.79,38.32
48,92985.73,0.5,0.55,274544861.48,99.33
61,154021.59,0.6,0.57,262174682.58,82.39
47,100590.84,0.53,0.87,274759307.61,99.62
41,91612.57,0.28,0.69,274202244.49,98.86
50,130631.52,0.27,0.52,273777128.55,98.28
58,168753.87,0.42,0.76,266519499.75,88.34
60,98149.75,0.52,0.93,263706492.62,84.49
75,126218.63,0.53,0.77,229962523.89,38.29
59,109877.84,0.36,0.79,265183360.17,86.51
44,106821.44,0.56,0.43,274951215.47,99.88
52,105342.93,0.45,0.78,272525749.11,96.56
64,150442.71,0.49,0.69,256922818.79,75.2
69,97701.7,0.4,0.8,246180330.82,60.49
63,108411.18,0.33,0.55,258812795.49,77.79
63,118929.01,0.63,0.47,258787828.11,77.75
64,109318.8,0.46,0.66,256937327.29,75.22
63,155599.3,0.5,0.54,258793788.38,77.76
70,99451.78,0.63,0.76,243711158.86,57.11
62,110231.74,0.57,0.88,260499839.64,80.1
76,149179.39,0.58,0.73,226904030.22,34.1
72,105202.03,0.29,0.83,238537948.12,50.03
77,118151.85,0.32,0.63,223806098.9,29.86
52,111156.2,0.38,0.8,272530161.93,96.57
46,114232.68,0.43,0.82,274921532.22,99.84
57,110073.24,0.36,0.69,267793684.99,90.08
59,101448.31,0.33,0.7,265197171.45,86.53
55,122472.17,0.35,0.74,269988822.69,93.09
42,74681.8,0.47,0.74,274533780.01,99.31
45,91962.91,0.35,0.56,275008290.93,99.96
67,145123.54,0.3,0.79,250786956.42,66.8
56,122745.68,0.46,0.89,268907331.88,91.61
63,163612.05,0.42,0.57,258801162.43,77.77
77,134386.45,0.47,0.76,223769214.9,29.81
67,112704.35,0.42,0.76,250779372.57,66.79
55,132932.55,0.45,0.74,269975537.62,93.07
51,98121.69,0.5,0.72,273178242.07,97.46
75,89168.51,0.46,0.84,229973237.46,38.31
38,80351.76,0.54,0.61,272538446.08,96.58
68,134013.17,0.54,0.42,248555153.93,63.75
73,116672.25,0.36,0.78,235783761.03,46.26
67,98068.87,0.5,0.75,250775627.3,66.79
78,95154.73,0.32,0.84,220535275.81,25.39
40,98423.25,0.5,0.47,273753159.97,98.24
50,95081.95,0.47,0.45,273757531.09,98.25
61,141253.0,0.45,0.9,262150618.82,82.36
38,87071.26,0.52,0.47,272550990.01,96.6
43,88673.08,0.36,0.82,274783657.75,99.65
58,95192.08,0.59,0.88,266506050.25,88.32
38,123111.06,0.43,0.73,272530512.36,96.57
42,87154.83,0.33,0.49,274565251.83,99.35
61,154554.13,0.51,0.73,262161868.52,82.37
78,133545.91,0.41,0.87,220512604.67,25.35
52,133543.37,0.26,0.59,272570904.2,96.62
54,117815.75,0.48,0.62,270938480.1,94.39
76,100590.47,0.39,0.6,226950823.93,34.17
47,153890.99,0.54,0.39,274811093.99,99.69
74,180738.56,0.35,0.89,232906308.8,42.32
45,101640.28,0.36,0.82,274981906.91,99.92
52,98425.06,0.55,0.87,272508374.92,96.54
81,87172.37,0.41,0.67,210193109.96,11.23
46,106796.23,0.39,0.83,274925737.37,99.85
77,97340.82,0.38,0.54,223807805.44,29.87
52,104065.2,0.33,0.72,272545213.85,96.59
57,109242.62,0.54,0.75,267769566.68,90.05
58,108304.48,0.4,0.82,266526198.76,88.35
74,157708.74,0.51,0.84,232896029.0,42.31
44,128481.77,0.55,0.86,274897493.97,99.81
68,127075.5,0.29,0.84,248532818.18,63.72
63,142382.79,0.5,0.79,258759426.35,77.72
68,134027.89,0.6,0.41,248548909.43,63.74
76,109387.07,0.52,0.83,226912152.45,34.12
74,110117.67,0.46,0.71,232932026.52,42.36
55,143361.52,0.5,0.55,269994008.86,93.1
75,99970.14,0.57,0.4,230002869.02,38.35
45,100150.11,0.62,0.75,274962848.09,99.9
72,138964.4,0.29,0.57,238568854.99,50.07
52,128624.27,0.33,0.65,272552841.73,96.6
64,158112.65,0.38,0.75,256930628.44,75.21
56,118344.69,0.57,0.83,268902453.4,91.6
55,128675.19,0.38,0.8,269976171.11,93.07
65,135860.1,0.34,0.65,255001395.78,72.57
78,126545.3,0.41,0.56,220553357.58,25.41
66,153723.9,0.56,0.49,252943120.62,69.75
51,94897.05,0.43,0.58,273199287.58,97.48
59,106461.15,0.38,0.47,265216535.32,86.56
79,95955.33,0.35,0.83,217181967.05,20.79
58,133328.94,0.36,0.68,266544570.39,88.37
57,134753.9,0.3,0.48,267830274.27,90.13
53,131355.52,0.32,0.6,271810298.46,95.58
39,88434.85,0.5,0.64,273187761.01,97.47
53,140860.61,0.55,0.68,271767047.88,95.52
50,122737.09,0.32,0.45,273778624.78,98.28
70,249316.31,0.28,0.9,243706459.67,57.11
59,123608.38,0.33,0.53,265217027.79,86.56
47,100569.11,0.42,0.34,274824134.06,99.71
49,127010.52,0.39,0.45,274220249.66,98.88
47,158104.53,0.41,0.74,274776515.09,99.64
61,150970.35,0.27,0.49,262235237.62,82.47
52,175640.92,0.53,0.44,272554408.15,96.6
71,118088.73,0.51,0.6,241187100.65,53.66
74,107693.3,0.5,0.74,232923926.9,42.35
75,103343.17,0.45,0.47,230007564.02,38.35
52,107500.86,0.49,0.51,272549887.73,96.6
65,110339.13,0.53,0.64,254982346.83,72.54
51,130337.36,0.43,0.45,273215257.5,97.51
75,131423.29,0.45,0.65,229986833.88,38.32
65,128627.91,0.43,0.46,255014528.41,72.59
51,131399.54,0.35,0.4,273233299.2,97.53
47,114649.97,0.44,0.63,274791590.29,99.66
76,96443.55,0.54,0.53,226943170.13,34.16
82,92514.26,0.45,0.42,206562531.96,6.26
47,107674.23,0.32,0.6,274808003.53,99.69
64,138734.49,0.42,0.89,256907125.76,75.18
81,109134.32,0.7,0.81,210144928.89,11.16
41,109273.57,0.29,0.76,274194996.85,98.85
43,101340.02,0.46,0.83,274769892.43,99.63
61,113736.97,0.43,0.93,262159650.0,82.37
50,119101.45,0.28,0.77,273744362.17,98.23
39,146437.59,0.3,0.72,273195984.05,97.48
76,99752.81,0.2,0.61,226969034.21,34.19
64,173878.53,0.27,0.47,256994817.29,75.3
75,96773.78,0.25,0.75,229999408.94,38.34
50,109561.45,0.49,0.91,273705574.5,98.18
70,134210.79,0.49,0.66,243729685.49,57.14
66,239621.95,0.24,0.71,252961029.43,69.78
48,137116.04,0.39,0.69,274538998.27,99.32
74,106139.74,0.41,0.64,232944356.65,42.37
53,121071.49,0.46,0.58,271795907.91,95.56
63,111202.77,0.47,0.65,258786923.18,77.75
55,115948.87,0.52,0.61,269985901.39,93.09
40,93186.08,0.49,0.74,273728476.85,98.21
55,158199.4,0.57,0.81,269938773.46,93.02
75,120857.19,0.33,0.84,229979665.74,38.32
38,93334.05,0.42,0.5,272557684.05,96.61
70,80958.55,0.25,0.86,243741171.1,57.16
45,87251.35,0.66,0.59,274977606.62,99.92
44,108042.18,0.32,0.56,274962844.37,99.9
44,94259.21,0.42,0.76,274932839.62,99.86
77,95209.64,0.31,0.57,223810966.51,29.87
52,116791.28,0.34,0.43,272577376.74,96.63
72,134923.9,0.47,0.57,238544445.83,50.04
63,164764.75,0.59,0.79,258736842.01,77.68
71,118696.47,0.5,0.49,241201759.89,53.68
35,89230.39,0.49,0.71,269982192.6,93.08
43,100288.8,0.44,0.72,274783741.78,99.65
65,140135.12,0.34,0.74,254988240.13,72.55
82,128232.54,0.23,0.86,206538387.51,6.22
48,159752.2,0.28,0.63,274563185.72,99.35
51,129047.69,0.3,0.46,273231268.57,97.53
49,178518.27,0.37,0.52,274219739.97,98.88
76,108768.11,0.33,0.58,226959323.09,34.18
58,126955.0,0.39,0.81,266524087.23,88.35
65,124401.48,0.27,0.47,255032853.5,72.61
71,111871.56,0.47,0.56,241196392.39,53.67
57,117195.12,0.42,0.75,267780916.49,90.07
73,122884.34,0.36,0.74,235788058.61,46.27
56,102221.64,0.55,0.7,268923724.64,91.63
75,132073.52,0.39,0.82,229971888.38,38.3
59,86474.7,0.27,0.76,265197108.93,86.53
65,155385.62,0.42,0.7,254980443.04,72.54
37,88975.82,0.34,0.65,271801067.33,95.57
45,81648.28,0.48,0.89,274970020.7,99.91
62,101570.91,0.26,0.71,260553985.45,80.17
63,130083.05,0.47,0.54,258799665.87,77.77
40,77319.93,0.47,0.55,273748618.22,98.24
60,118746.11,0.38,0.75,263734846.13,84.53
50,128025.46,0.5,0.89,273699410.74,98.17
42,107211.2,0.41,0.47,274562219.84,99.35
59,116352.42,0.51,0.47,265202419.87,86.54
41,124898.88,0.37,0.78,274181175.93,98.83
58,122529.82,0.39,0.85,266520080.67,88.34
67,180062.21,0.43,0.55,250804951.19,66.83
69,138890.96,0.38,0.55,246208911.8,60.53
81,135965.92,0.39,0.74,210182691.64,11.21
34,106086.98,0.48,0.57,268944802.22,91.66
42,115999.13,0.28,0.82,274539054.89,99.32
65,118696.32,0.25,0.43,255037703.06,72.62
76,157203.55,0.36,0.39,226989661.47,34.22
39,89918.22,0.34,0.45,273218013.71,97.51
64,144028.09,0.33,0.59,256961118.83,75.25
60,119574.02,0.46,0.45,263759781.93,84.56
57,118101.83,0.35,0.39,267830687.13,90.13
57,130479.08,0.52,0.78,267760887.51,90.04
48,128514.08,0.54,0.49,274546090.04,99.33
41,115786.68,0.47,0.84,274163834.66,98.8
59,111508.8,0.5,0.57,265191696.05,86.52
68,102986.14,0.44,0.78,248527713.2,63.71
50,101606.07,0.18,0.47,273785348.36,98.29
57,121509.28,0.43,0.5,267808721.12,90.1
39,107801.43,0.36,0.63,273201340.76,97.49
70,117799.58,0.51,0.73,243721461.36,57.13
68,168979.36,0.47,0.8,248503502.9,63.67
78,88520.46,0.44,0.78,220531122.26,25.38
51,99310.01,0.47,0.72,273181227.51,97.46
73,123055.61,0.3,0.6,235812462.33,46.3
60,117774.28,0.26,0.84,263738273.28,84.53
50,133555.86,0.41,0.72,273732469.36,98.21
72,129425.2,0.46,0.87,238508157.05,49.99
42,128736.33,0.46,0.8,274517224.32,99.29
62,126348.89,0.41,0.45,260568147.99,80.19
70,118426.35,0.5,0.61,243737596.74,57.15
61,142019.68,0.44,0.71,262179802.65,82.4
81,110059.1,0.53,0.74,210170792.8,11.2
56,103577.02,0.37,0.68,268945572.64,91.66
81,157875.57,0.44,0.8,210162414.9,11.18
48,129877.75,0.49,0.53,274547829.06,99.33
57,107285.99,0.5,0.51,267799265.54,90.09
74,137318.79,0.43,0.41,232972786.9,42.41
82,120536.37,0.5,0.74,206521640.17,6.2
53,124883.25,0.32,0.74,271793210.38,95.56
57,147652.24,0.42,0.54,267805838.96,90.1
61,125207.2,0.4,0.73,262183699.92,82.4
76,155803.94,0.45,0.4,226973512.38,34.2
75,93048.94,0.5,0.45,230004513.62,38.35
72,127287.5,0.35,0.79,238531319.44,50.02
48,110586.59,0.46,0.54,274549283.51,99.33
52,150378.73,0.57,0.78,272498728.33,96.53
52,200890.36,0.52,0.78,272490151.12,96.51
47,163389.01,0.58,0.85,274728823.42,99.58
53,120588.66,0.47,0.46,271807886.89,95.58
41,168809.89,0.41,0.68,274185229.99,98.83
82,120359.93,0.46,0.75,206524600.34,6.2
59,87263.18,0.56,0.78,265170531.77,86.49
54,116870.95,0.28,0.76,270944903.17,94.4
48,100387.61,0.36,0.44,274570776.55,99.36
44,123983.21,0.35,0.47,274973383.94,99.91
52,84557.86,0.37,0.65,272548622.69,96.59
74,132288.63,0.49,0.71,232923631.3,42.35
65,128847.16,0.32,0.57,255014384.83,72.59
